Sucursal;Cajero;ID_Transaccion;Transaccion;Tiempo_Servicio_seg;Satisfaccion
62;4820;2;Cobro/Pago (Cta externa);49;Malo
62;4820;2;Cobro/Pago (Cta externa);49;Regular
62;4820;2;Cobro/Pago (Cta externa);49;Malo
62;4820;2;Cobro/Pago (Cta externa);50;Regular
62;4820;2;Cobro/Pago (Cta externa);50;Regular
62;4820;2;Cobro/Pago (Cta externa);50;Malo
62;4820;2;Cobro/Pago (Cta externa);51;Muy Bueno
62;4820;2;Cobro/Pago (Cta externa);51;Malo
62;4820;2;Cobro/Pago (Cta externa);51;Malo
62;4820;2;Cobro/Pago (Cta externa);53;Muy Bueno
62;4820;2;Cobro/Pago (Cta externa);54;Malo
62;4820;2;Cobro/Pago (Cta externa);54;Muy Bueno
62;4820;2;Cobro/Pago (Cta externa);54;Malo
62;4820;2;Cobro/Pago (Cta externa);55;Bueno
62;4820;2;Cobro/Pago (Cta externa);56;Muy Bueno
62;4820;2;Cobro/Pago (Cta externa);56;Muy Bueno
62;4820;2;Cobro/Pago (Cta externa);56;Muy Malo
62;4820;2;Cobro/Pago (Cta externa);57;Malo
62;4820;2;Cobro/Pago (Cta externa);57;Bueno
62;4820;2;Cobro/Pago (Cta externa);58;Malo
62;4820;2;Cobro/Pago (Cta externa);58;Regular
62;4820;2;Cobro/Pago (Cta externa);58;Muy Bueno
62;4820;2;Cobro/Pago (Cta externa);58;Regular
62;4820;2;Cobro/Pago (Cta externa);59;Bueno
62;4820;2;Cobro/Pago (Cta externa);59;Bueno
62;4820;2;Cobro/Pago (Cta externa);59;Malo
62;4820;2;Cobro/Pago (Cta externa);59;Regular
62;4820;2;Cobro/Pago (Cta externa);59;Muy Malo
62;4820;2;Cobro/Pago (Cta externa);60;Bueno
62;4820;2;Cobro/Pago (Cta externa);61;Bueno
62;4820;2;Cobro/Pago (Cta externa);63;Muy Malo
62;4820;2;Cobro/Pago (Cta externa);63;Muy Bueno
62;4820;2;Cobro/Pago (Cta externa);63;Muy Malo
62;4820;2;Cobro/Pago (Cta externa);64;Muy Malo
62;4820;2;Cobro/Pago (Cta externa);65;Regular
62;4820;2;Cobro/Pago (Cta externa);65;Malo
62;4820;2;Cobro/Pago (Cta externa);66;Malo
62;4820;2;Cobro/Pago (Cta externa);66;Malo
62;4820;2;Cobro/Pago (Cta externa);66;Regular
62;4820;2;Cobro/Pago (Cta externa);66;Muy Bueno
62;4820;2;Cobro/Pago (Cta externa);67;Muy Malo
62;4820;2;Cobro/Pago (Cta externa);68;Bueno
62;4820;2;Cobro/Pago (Cta externa);68;Muy Malo
62;4820;2;Cobro/Pago (Cta externa);69;Muy Bueno
62;4820;2;Cobro/Pago (Cta externa);70;Muy Bueno
62;4820;2;Cobro/Pago (Cta externa);70;Malo
62;4820;2;Cobro/Pago (Cta externa);71;Malo
62;4820;2;Cobro/Pago (Cta externa);73;Bueno
62;4820;2;Cobro/Pago (Cta externa);73;Bueno
62;4820;2;Cobro/Pago (Cta externa);73;Bueno
62;4820;2;Cobro/Pago (Cta externa);74;Bueno
62;4820;2;Cobro/Pago (Cta externa);76;Regular
62;4820;2;Cobro/Pago (Cta externa);80;Malo
62;4820;2;Cobro/Pago (Cta externa);80;Muy Malo
62;4820;2;Cobro/Pago (Cta externa);84;Regular
62;4820;2;Cobro/Pago (Cta externa);84;Muy Malo
62;4820;2;Cobro/Pago (Cta externa);88;Muy Malo
62;4820;2;Cobro/Pago (Cta externa);95;Malo
62;4820;2;Cobro/Pago (Cta externa);107;Muy Bueno
62;4820;3;Deposito;46;Muy Bueno
62;4820;3;Deposito;46;Bueno
62;4820;3;Deposito;46;Bueno
62;4820;3;Deposito;46;Bueno
62;4820;3;Deposito;46;Bueno
62;4820;3;Deposito;47;Bueno
62;4820;3;Deposito;47;Muy Bueno
62;4820;3;Deposito;47;Malo
62;4820;3;Deposito;48;Muy Bueno
62;4820;3;Deposito;48;Regular
62;4820;3;Deposito;48;Muy Malo
62;4820;3;Deposito;48;Bueno
62;4820;3;Deposito;48;Muy Malo
62;4820;3;Deposito;48;Muy Bueno
62;4820;3;Deposito;48;Regular
62;4820;3;Deposito;48;Muy Malo
62;4820;3;Deposito;48;Bueno
62;4820;3;Deposito;48;Muy Bueno
62;4820;3;Deposito;48;Muy Bueno
62;4820;3;Deposito;49;Regular
62;4820;3;Deposito;49;Malo
62;4820;3;Deposito;49;Muy Bueno
62;4820;3;Deposito;49;Regular
62;4820;3;Deposito;49;Malo
62;4820;3;Deposito;49;Malo
62;4820;3;Deposito;49;Muy Bueno
62;4820;3;Deposito;49;Bueno
62;4820;3;Deposito;49;Muy Bueno
62;4820;3;Deposito;49;Bueno
62;4820;3;Deposito;49;Malo
62;4820;3;Deposito;50;Regular
62;4820;3;Deposito;50;Bueno
62;4820;3;Deposito;50;Muy Bueno
62;4820;3;Deposito;50;Muy Bueno
62;4820;3;Deposito;50;Bueno
62;4820;3;Deposito;50;Malo
62;4820;3;Deposito;50;Muy Bueno
62;4820;3;Deposito;50;Malo
62;4820;3;Deposito;50;Muy Bueno
62;4820;3;Deposito;50;Bueno
62;4820;3;Deposito;50;Muy Malo
62;4820;3;Deposito;50;Muy Malo
62;4820;3;Deposito;50;Muy Bueno
62;4820;3;Deposito;50;Regular
62;4820;3;Deposito;50;Regular
62;4820;3;Deposito;50;Muy Bueno
62;4820;3;Deposito;50;Muy Bueno
62;4820;3;Deposito;50;Muy Malo
62;4820;3;Deposito;51;Bueno
62;4820;3;Deposito;51;Malo
62;4820;3;Deposito;51;Regular
62;4820;3;Deposito;51;Muy Malo
62;4820;3;Deposito;51;Malo
62;4820;3;Deposito;51;Muy Bueno
62;4820;3;Deposito;51;Muy Bueno
62;4820;3;Deposito;51;Muy Malo
62;4820;3;Deposito;51;Muy Bueno
62;4820;3;Deposito;51;Bueno
62;4820;3;Deposito;51;Muy Bueno
62;4820;3;Deposito;51;Bueno
62;4820;3;Deposito;51;Malo
62;4820;3;Deposito;51;Bueno
62;4820;3;Deposito;51;Muy Bueno
62;4820;3;Deposito;51;Regular
62;4820;3;Deposito;51;Malo
62;4820;3;Deposito;51;Malo
62;4820;3;Deposito;51;Bueno
62;4820;3;Deposito;51;Bueno
62;4820;3;Deposito;51;Muy Bueno
62;4820;3;Deposito;51;Muy Bueno
62;4820;3;Deposito;52;Regular
62;4820;3;Deposito;52;Muy Malo
62;4820;3;Deposito;52;Malo
62;4820;3;Deposito;52;Regular
62;4820;3;Deposito;52;Bueno
62;4820;3;Deposito;52;Malo
62;4820;3;Deposito;52;Malo
62;4820;3;Deposito;52;Bueno
62;4820;3;Deposito;52;Malo
62;4820;3;Deposito;52;Muy Malo
62;4820;3;Deposito;52;Malo
62;4820;3;Deposito;52;Muy Bueno
62;4820;3;Deposito;52;Bueno
62;4820;3;Deposito;52;Muy Malo
62;4820;3;Deposito;52;Muy Bueno
62;4820;3;Deposito;52;Regular
62;4820;3;Deposito;52;Bueno
62;4820;3;Deposito;52;Muy Bueno
62;4820;3;Deposito;52;Malo
62;4820;3;Deposito;52;Muy Malo
62;4820;3;Deposito;52;Bueno
62;4820;3;Deposito;52;Bueno
62;4820;3;Deposito;52;Muy Bueno
62;4820;3;Deposito;52;Malo
62;4820;3;Deposito;52;Bueno
62;4820;3;Deposito;52;Bueno
62;4820;3;Deposito;52;Bueno
62;4820;3;Deposito;52;Regular
62;4820;3;Deposito;52;Regular
62;4820;3;Deposito;52;Bueno
62;4820;3;Deposito;52;Bueno
62;4820;3;Deposito;52;Muy Bueno
62;4820;3;Deposito;52;Bueno
62;4820;3;Deposito;52;Bueno
62;4820;3;Deposito;52;Malo
62;4820;3;Deposito;52;Regular
62;4820;3;Deposito;53;Regular
62;4820;3;Deposito;53;Muy Bueno
62;4820;3;Deposito;53;Regular
62;4820;3;Deposito;53;Malo
62;4820;3;Deposito;53;Muy Bueno
62;4820;3;Deposito;53;Malo
62;4820;3;Deposito;53;Regular
62;4820;3;Deposito;53;Bueno
62;4820;3;Deposito;53;Regular
62;4820;3;Deposito;53;Bueno
62;4820;3;Deposito;53;Bueno
62;4820;3;Deposito;53;Muy Bueno
62;4820;3;Deposito;53;Muy Bueno
62;4820;3;Deposito;53;Muy Bueno
62;4820;3;Deposito;53;Malo
62;4820;3;Deposito;53;Bueno
62;4820;3;Deposito;53;Muy Bueno
62;4820;3;Deposito;53;Muy Bueno
62;4820;3;Deposito;53;Malo
62;4820;3;Deposito;53;Malo
62;4820;3;Deposito;53;Malo
62;4820;3;Deposito;53;Bueno
62;4820;3;Deposito;53;Bueno
62;4820;3;Deposito;53;Regular
62;4820;3;Deposito;54;Bueno
62;4820;3;Deposito;54;Bueno
62;4820;3;Deposito;54;Malo
62;4820;3;Deposito;54;Malo
62;4820;3;Deposito;54;Muy Bueno
62;4820;3;Deposito;54;Muy Bueno
62;4820;3;Deposito;54;Bueno
62;4820;3;Deposito;54;Malo
62;4820;3;Deposito;54;Muy Bueno
62;4820;3;Deposito;54;Malo
62;4820;3;Deposito;54;Bueno
62;4820;3;Deposito;54;Bueno
62;4820;3;Deposito;54;Malo
62;4820;3;Deposito;54;Bueno
62;4820;3;Deposito;54;Regular
62;4820;3;Deposito;54;Muy Bueno
62;4820;3;Deposito;54;Muy Malo
62;4820;3;Deposito;54;Muy Bueno
62;4820;3;Deposito;54;Muy Bueno
62;4820;3;Deposito;54;Malo
62;4820;3;Deposito;54;Bueno
62;4820;3;Deposito;54;Malo
62;4820;3;Deposito;54;Malo
62;4820;3;Deposito;54;Bueno
62;4820;3;Deposito;54;Muy Bueno
62;4820;3;Deposito;54;Bueno
62;4820;3;Deposito;54;Bueno
62;4820;3;Deposito;54;Malo
62;4820;3;Deposito;54;Bueno
62;4820;3;Deposito;54;Muy Bueno
62;4820;3;Deposito;54;Regular
62;4820;3;Deposito;54;Malo
62;4820;3;Deposito;54;Muy Malo
62;4820;3;Deposito;54;Bueno
62;4820;3;Deposito;54;Muy Malo
62;4820;3;Deposito;54;Regular
62;4820;3;Deposito;54;Malo
62;4820;3;Deposito;54;Bueno
62;4820;3;Deposito;55;Malo
62;4820;3;Deposito;55;Regular
62;4820;3;Deposito;55;Muy Bueno
62;4820;3;Deposito;55;Regular
62;4820;3;Deposito;55;Muy Bueno
62;4820;3;Deposito;55;Regular
62;4820;3;Deposito;55;Muy Malo
62;4820;3;Deposito;55;Bueno
62;4820;3;Deposito;55;Bueno
62;4820;3;Deposito;55;Muy Malo
62;4820;3;Deposito;55;Malo
62;4820;3;Deposito;55;Bueno
62;4820;3;Deposito;55;Bueno
62;4820;3;Deposito;55;Malo
62;4820;3;Deposito;55;Malo
62;4820;3;Deposito;55;Bueno
62;4820;3;Deposito;55;Bueno
62;4820;3;Deposito;55;Regular
62;4820;3;Deposito;55;Bueno
62;4820;3;Deposito;55;Malo
62;4820;3;Deposito;55;Malo
62;4820;3;Deposito;55;Regular
62;4820;3;Deposito;55;Regular
62;4820;3;Deposito;55;Muy Bueno
62;4820;3;Deposito;55;Bueno
62;4820;3;Deposito;55;Bueno
62;4820;3;Deposito;55;Malo
62;4820;3;Deposito;55;Muy Bueno
62;4820;3;Deposito;55;Regular
62;4820;3;Deposito;55;Malo
62;4820;3;Deposito;55;Bueno
62;4820;3;Deposito;55;Malo
62;4820;3;Deposito;55;Muy Malo
62;4820;3;Deposito;55;Muy Malo
62;4820;3;Deposito;55;Regular
62;4820;3;Deposito;55;Muy Bueno
62;4820;3;Deposito;56;Malo
62;4820;3;Deposito;56;Malo
62;4820;3;Deposito;56;Regular
62;4820;3;Deposito;56;Muy Malo
62;4820;3;Deposito;56;Regular
62;4820;3;Deposito;56;Bueno
62;4820;3;Deposito;56;Malo
62;4820;3;Deposito;56;Regular
62;4820;3;Deposito;56;Muy Malo
62;4820;3;Deposito;56;Bueno
62;4820;3;Deposito;56;Muy Bueno
62;4820;3;Deposito;56;Bueno
62;4820;3;Deposito;56;Muy Malo
62;4820;3;Deposito;56;Muy Bueno
62;4820;3;Deposito;56;Bueno
62;4820;3;Deposito;56;Malo
62;4820;3;Deposito;56;Bueno
62;4820;3;Deposito;56;Bueno
62;4820;3;Deposito;56;Malo
62;4820;3;Deposito;56;Regular
62;4820;3;Deposito;56;Bueno
62;4820;3;Deposito;56;Muy Malo
62;4820;3;Deposito;56;Malo
62;4820;3;Deposito;56;Regular
62;4820;3;Deposito;56;Regular
62;4820;3;Deposito;57;Bueno
62;4820;3;Deposito;57;Regular
62;4820;3;Deposito;57;Regular
62;4820;3;Deposito;57;Bueno
62;4820;3;Deposito;57;Muy Bueno
62;4820;3;Deposito;57;Muy Malo
62;4820;3;Deposito;57;Muy Bueno
62;4820;3;Deposito;57;Muy Malo
62;4820;3;Deposito;57;Muy Bueno
62;4820;3;Deposito;57;Muy Bueno
62;4820;3;Deposito;57;Malo
62;4820;3;Deposito;57;Malo
62;4820;3;Deposito;57;Malo
62;4820;3;Deposito;57;Muy Bueno
62;4820;3;Deposito;57;Regular
62;4820;3;Deposito;57;Bueno
62;4820;3;Deposito;57;Bueno
62;4820;3;Deposito;57;Bueno
62;4820;3;Deposito;57;Malo
62;4820;3;Deposito;57;Muy Malo
62;4820;3;Deposito;57;Muy Bueno
62;4820;3;Deposito;57;Malo
62;4820;3;Deposito;57;Malo
62;4820;3;Deposito;57;Muy Bueno
62;4820;3;Deposito;57;Malo
62;4820;3;Deposito;57;Bueno
62;4820;3;Deposito;57;Muy Bueno
62;4820;3;Deposito;57;Muy Bueno
62;4820;3;Deposito;57;Muy Bueno
62;4820;3;Deposito;57;Bueno
62;4820;3;Deposito;57;Regular
62;4820;3;Deposito;58;Regular
62;4820;3;Deposito;58;Malo
62;4820;3;Deposito;58;Malo
62;4820;3;Deposito;58;Malo
62;4820;3;Deposito;58;Regular
62;4820;3;Deposito;58;Regular
62;4820;3;Deposito;58;Bueno
62;4820;3;Deposito;58;Regular
62;4820;3;Deposito;58;Muy Malo
62;4820;3;Deposito;58;Regular
62;4820;3;Deposito;58;Malo
62;4820;3;Deposito;58;Regular
62;4820;3;Deposito;58;Muy Bueno
62;4820;3;Deposito;58;Muy Bueno
62;4820;3;Deposito;58;Regular
62;4820;3;Deposito;58;Muy Bueno
62;4820;3;Deposito;58;Muy Bueno
62;4820;3;Deposito;58;Malo
62;4820;3;Deposito;58;Bueno
62;4820;3;Deposito;58;Malo
62;4820;3;Deposito;58;Muy Malo
62;4820;3;Deposito;58;Bueno
62;4820;3;Deposito;58;Regular
62;4820;3;Deposito;58;Muy Malo
62;4820;3;Deposito;58;Malo
62;4820;3;Deposito;58;Malo
62;4820;3;Deposito;58;Malo
62;4820;3;Deposito;58;Malo
62;4820;3;Deposito;59;Regular
62;4820;3;Deposito;59;Bueno
62;4820;3;Deposito;59;Regular
62;4820;3;Deposito;59;Muy Bueno
62;4820;3;Deposito;59;Muy Bueno
62;4820;3;Deposito;59;Malo
62;4820;3;Deposito;59;Malo
62;4820;3;Deposito;59;Muy Bueno
62;4820;3;Deposito;59;Bueno
62;4820;3;Deposito;59;Regular
62;4820;3;Deposito;59;Regular
62;4820;3;Deposito;59;Muy Malo
62;4820;3;Deposito;59;Malo
62;4820;3;Deposito;59;Regular
62;4820;3;Deposito;59;Muy Bueno
62;4820;3;Deposito;59;Muy Malo
62;4820;3;Deposito;59;Regular
62;4820;3;Deposito;59;Muy Malo
62;4820;3;Deposito;59;Malo
62;4820;3;Deposito;59;Bueno
62;4820;3;Deposito;59;Regular
62;4820;3;Deposito;59;Bueno
62;4820;3;Deposito;59;Malo
62;4820;3;Deposito;59;Malo
62;4820;3;Deposito;59;Muy Bueno
62;4820;3;Deposito;60;Malo
62;4820;3;Deposito;60;Regular
62;4820;3;Deposito;60;Muy Malo
62;4820;3;Deposito;60;Regular
62;4820;3;Deposito;60;Bueno
62;4820;3;Deposito;60;Malo
62;4820;3;Deposito;60;Bueno
62;4820;3;Deposito;60;Bueno
62;4820;3;Deposito;60;Regular
62;4820;3;Deposito;60;Malo
62;4820;3;Deposito;60;Muy Bueno
62;4820;3;Deposito;60;Malo
62;4820;3;Deposito;60;Malo
62;4820;3;Deposito;60;Regular
62;4820;3;Deposito;60;Regular
62;4820;3;Deposito;60;Muy Malo
62;4820;3;Deposito;60;Bueno
62;4820;3;Deposito;60;Malo
62;4820;3;Deposito;60;Regular
62;4820;3;Deposito;60;Regular
62;4820;3;Deposito;60;Malo
62;4820;3;Deposito;60;Regular
62;4820;3;Deposito;60;Bueno
62;4820;3;Deposito;60;Malo
62;4820;3;Deposito;61;Muy Bueno
62;4820;3;Deposito;61;Muy Bueno
62;4820;3;Deposito;61;Bueno
62;4820;3;Deposito;61;Muy Malo
62;4820;3;Deposito;61;Muy Malo
62;4820;3;Deposito;61;Regular
62;4820;3;Deposito;61;Bueno
62;4820;3;Deposito;61;Malo
62;4820;3;Deposito;61;Muy Malo
62;4820;3;Deposito;61;Muy Bueno
62;4820;3;Deposito;61;Muy Malo
62;4820;3;Deposito;61;Bueno
62;4820;3;Deposito;61;Regular
62;4820;3;Deposito;61;Muy Bueno
62;4820;3;Deposito;61;Regular
62;4820;3;Deposito;61;Muy Bueno
62;4820;3;Deposito;61;Muy Malo
62;4820;3;Deposito;61;Muy Bueno
62;4820;3;Deposito;61;Regular
62;4820;3;Deposito;61;Malo
62;4820;3;Deposito;61;Bueno
62;4820;3;Deposito;61;Malo
62;4820;3;Deposito;61;Muy Bueno
62;4820;3;Deposito;61;Malo
62;4820;3;Deposito;61;Muy Malo
62;4820;3;Deposito;62;Bueno
62;4820;3;Deposito;62;Muy Bueno
62;4820;3;Deposito;62;Muy Malo
62;4820;3;Deposito;62;Malo
62;4820;3;Deposito;62;Muy Malo
62;4820;3;Deposito;62;Malo
62;4820;3;Deposito;62;Muy Bueno
62;4820;3;Deposito;62;Muy Malo
62;4820;3;Deposito;62;Regular
62;4820;3;Deposito;62;Muy Malo
62;4820;3;Deposito;62;Regular
62;4820;3;Deposito;62;Malo
62;4820;3;Deposito;62;Malo
62;4820;3;Deposito;62;Muy Malo
62;4820;3;Deposito;62;Regular
62;4820;3;Deposito;62;Bueno
62;4820;3;Deposito;62;Muy Malo
62;4820;3;Deposito;62;Bueno
62;4820;3;Deposito;63;Muy Bueno
62;4820;3;Deposito;63;Regular
62;4820;3;Deposito;63;Malo
62;4820;3;Deposito;63;Muy Bueno
62;4820;3;Deposito;63;Regular
62;4820;3;Deposito;63;Muy Bueno
62;4820;3;Deposito;63;Regular
62;4820;3;Deposito;63;Regular
62;4820;3;Deposito;63;Malo
62;4820;3;Deposito;63;Malo
62;4820;3;Deposito;63;Regular
62;4820;3;Deposito;63;Muy Malo
62;4820;3;Deposito;63;Regular
62;4820;3;Deposito;63;Regular
62;4820;3;Deposito;64;Regular
62;4820;3;Deposito;64;Regular
62;4820;3;Deposito;64;Muy Bueno
62;4820;3;Deposito;64;Muy Malo
62;4820;3;Deposito;64;Muy Malo
62;4820;3;Deposito;64;Regular
62;4820;3;Deposito;64;Muy Malo
62;4820;3;Deposito;64;Bueno
62;4820;3;Deposito;64;Regular
62;4820;3;Deposito;64;Regular
62;4820;3;Deposito;64;Regular
62;4820;3;Deposito;64;Muy Bueno
62;4820;3;Deposito;64;Muy Malo
62;4820;3;Deposito;64;Malo
62;4820;3;Deposito;64;Muy Bueno
62;4820;3;Deposito;64;Bueno
62;4820;3;Deposito;64;Regular
62;4820;3;Deposito;65;Muy Malo
62;4820;3;Deposito;65;Regular
62;4820;3;Deposito;65;Bueno
62;4820;3;Deposito;65;Bueno
62;4820;3;Deposito;65;Regular
62;4820;3;Deposito;65;Muy Bueno
62;4820;3;Deposito;65;Malo
62;4820;3;Deposito;65;Malo
62;4820;3;Deposito;65;Bueno
62;4820;3;Deposito;65;Muy Malo
62;4820;3;Deposito;65;Muy Bueno
62;4820;3;Deposito;65;Regular
62;4820;3;Deposito;65;Bueno
62;4820;3;Deposito;65;Muy Malo
62;4820;3;Deposito;65;Regular
62;4820;3;Deposito;65;Bueno
62;4820;3;Deposito;65;Regular
62;4820;3;Deposito;65;Regular
62;4820;3;Deposito;65;Bueno
62;4820;3;Deposito;65;Muy Malo
62;4820;3;Deposito;65;Malo
62;4820;3;Deposito;65;Muy Malo
62;4820;3;Deposito;65;Bueno
62;4820;3;Deposito;66;Malo
62;4820;3;Deposito;66;Muy Malo
62;4820;3;Deposito;66;Regular
62;4820;3;Deposito;66;Bueno
62;4820;3;Deposito;66;Muy Malo
62;4820;3;Deposito;66;Malo
62;4820;3;Deposito;66;Bueno
62;4820;3;Deposito;66;Regular
62;4820;3;Deposito;66;Muy Bueno
62;4820;3;Deposito;66;Muy Malo
62;4820;3;Deposito;66;Muy Bueno
62;4820;3;Deposito;66;Muy Bueno
62;4820;3;Deposito;67;Malo
62;4820;3;Deposito;67;Muy Bueno
62;4820;3;Deposito;67;Muy Malo
62;4820;3;Deposito;67;Muy Bueno
62;4820;3;Deposito;67;Malo
62;4820;3;Deposito;67;Bueno
62;4820;3;Deposito;67;Malo
62;4820;3;Deposito;67;Malo
62;4820;3;Deposito;67;Muy Malo
62;4820;3;Deposito;67;Bueno
62;4820;3;Deposito;67;Bueno
62;4820;3;Deposito;67;Regular
62;4820;3;Deposito;67;Malo
62;4820;3;Deposito;67;Malo
62;4820;3;Deposito;67;Bueno
62;4820;3;Deposito;67;Bueno
62;4820;3;Deposito;67;Regular
